gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,color,-log10(padj),domain
SteCoe_12909,605.9915326597601,0.23363274916098167,0.09439849130179837,2.4749627450511045,0.013325007477350352,0.07436383939700747,anterior,1.1286381957440221,Vps8 domain protein
SteCoe_12910,468.1536605331001,0.2694885493148948,0.10601875587453097,2.541895036325685,0.01102532776901221,0.06548952689276404,anterior,1.1838281469754448,Asp domain protein
SteCoe_12918,1123.7067516961563,-0.2890441583806876,0.08034740662126173,-3.597429842921651,0.0003213771413274818,0.005106166276716553,posterior,2.291905046976993,hypothetical protein
SteCoe_12931,520.2219506271672,0.28101421406021454,0.10008650471775149,2.807713336105476,0.004989461949116327,0.03744990174391215,anterior,1.4265493174073116,hypothetical protein
SteCoe_12940,213.87941295617293,-0.3331146904999646,0.15110373649706751,-2.2045430392545544,0.027486176607117666,0.12164555756857838,posterior,0.9149037466483386,hypothetical protein
SteCoe_12941,5941.93133168129,0.16913675271275289,0.05324978949275341,3.176289602717963,0.0014917195201624822,0.015607142887579443,anterior,1.8066765935248492,EF-hand_8 domain protein
SteCoe_12950,354.25550070842536,0.3661604134000981,0.12076486246091707,3.032011182214512,0.0024293020434938395,0.022055831563251468,anterior,1.6564765635249594,PfkB domain protein
SteCoe_12956,892.037159878077,-0.3135343520311747,0.10490363079945557,-2.9887845600936234,0.0028008954951631838,0.02445829022452528,posterior,1.611573905926368,hypothetical protein
SteCoe_12957,227.45544851049354,-0.45835727875085813,0.16355910012966426,-2.802395454532873,0.005072465381629177,0.03785998803191522,posterior,1.4218195276589098,hypothetical protein
SteCoe_12959,914.4411670824405,-0.2603998756367342,0.09305081656871861,-2.798469537818911,0.005134541237524424,0.03813669342125097,posterior,1.4186569644404363,zf-C3HC4_2 domain protein
SteCoe_12967,1098.3572607488363,0.2131930285685352,0.0927852427768813,2.297704054956195,0.021578638618637517,0.10290090421223438,anterior,0.9875808089823823,hypothetical protein
SteCoe_12972,1678.0120622422571,0.15389357540339693,0.06780496401172377,2.269650572733702,0.023228792575426052,0.10809057238083415,anterior,0.9662121833966473,Abhydrolase_6 domain protein
SteCoe_12975,656.524315907216,0.29361729140752446,0.09446942818911953,3.108066779230719,0.0018831551147320096,0.018332234807817722,anterior,1.7367845887452487,ULK family kinase
SteCoe_12979,889.6008712052886,-0.16719892234396014,0.08059813901929497,-2.0744762146919196,0.03803510551968895,0.15063086855850108,posterior,0.8220860196964925,hypothetical protein
SteCoe_12982,4924.079437756541,0.22013620095445594,0.052684777905725975,4.178364410083823,2.9361295307123497e-05,0.0008695993065025175,anterior,3.0606808152674954,Sec1 domain protein
SteCoe_12984,130.4139609870098,-0.44567428339575343,0.20918390812527216,-2.130538086748319,0.03312721488071748,0.13758564859251338,posterior,0.8614268645171692,predicted pseudokinase related to TKL kinases
SteCoe_12988,129.22204377912703,-0.650619614724579,0.1977788940490997,-3.289631170467861,0.0010031878591805158,0.011757449805126637,posterior,1.9296868666667695,hypothetical protein
SteCoe_12989,41557.55638529056,0.141770549335588,0.05762057779354513,2.4604152676766398,0.013877633714105293,0.07633771002859464,anterior,1.1172608721163109,hypothetical protein
SteCoe_12990,119807.91468041921,0.22383912666035152,0.050812765910893204,4.4051750115882795,1.0569850713836632e-05,0.00041797887433938415,anterior,3.378845667961054,hypothetical protein
SteCoe_1300,3883.397681820808,0.16580828721133145,0.07313786902081647,2.267064783691458,0.023386268486853743,0.10853952994311558,anterior,0.9644120635705571,hypothetical protein
SteCoe_13002,5206.346662609536,0.13708957948231573,0.049633343499239015,2.7620460323092604,0.005744037934765082,0.041326882095341494,anterior,1.3837673588089423,CDPK family kinase
SteCoe_13003,465.2470115971352,-0.22517930247136983,0.11477778098294242,-1.961871893174469,0.049777400885074104,0.18034384433319858,posterior,0.7438986768429777,hypothetical protein
SteCoe_13008,108.267536870154,-0.6468805886915748,0.2694978016207221,-2.4003186103980267,0.016380807043605443,0.08611416878610306,posterior,1.0649253860682335,hypothetical protein
SteCoe_13010,5326.841139873024,0.15024868881251333,0.05200634584433076,2.8890452957846495,0.0038641340827969186,0.030927555923555245,anterior,1.5096543991320668,Calreticulin domain protein
SteCoe_13016,1945.8163782879676,0.18018458067592283,0.06114554251958731,2.9468146532219035,0.003210655841034659,0.027024180066793108,anterior,1.568247473984061,JAB domain protein
SteCoe_13018,5006.372815130059,0.2284693205031991,0.05283469892445568,4.324228682174758,1.5306645516235204e-05,0.0005411558085325936,anterior,3.2666776756628226,AAA domain protein
SteCoe_1302,8056.2714265925815,0.25687077068729264,0.06166001408361207,4.165921375544471,3.100975708856938e-05,0.0009021557940998782,anterior,3.0447184572747146,PGI domain protein
SteCoe_13020,1997.4681885137252,0.23129386989041267,0.0621970835557513,3.7187253270981575,0.0002002306337295911,0.003557914090138523,anterior,2.4488045426571596,CoA_trans domain protein
SteCoe_13028,290.5860405658935,-0.30616328251247515,0.13061277941833896,-2.344053038882715,0.019075458536851008,0.09481781694504572,posterior,1.0231100479585775,hypothetical protein
SteCoe_13049,3199.950631514166,0.1875790193197773,0.0798393386704465,2.3494560757078506,0.018800862213749,0.09397790536338861,anterior,1.0269742390242789,TB2_DP1_HVA22 domain protein
SteCoe_13050,710.3492787134687,0.2724327501173927,0.10535701414968723,2.585805532893431,0.009715172616553351,0.06005025228999991,anterior,1.2214851636495074,zf-C3HC4_3 domain protein
SteCoe_13054,216.31787245053127,-0.5773812456015494,0.15045399024051648,-3.8375934375588505,0.00012424596449374977,0.0025172185254265017,posterior,2.599079080730011,hypothetical protein
SteCoe_1306,1081.8866465692834,-0.23627807761951009,0.09427329084541318,-2.506309851927759,0.012199865692447291,0.07021992776186509,posterior,1.1535396216470777,PKG family kinase
SteCoe_13064,7620.055880182362,0.13916789234478016,0.05367299102676151,2.592884981487069,0.009517459429315886,0.05918340962539645,anterior,1.2278000182419717,eIF-3c_N domain protein
SteCoe_1307,982.4510802276794,-0.31310647797428015,0.09599834333624462,-3.261582097074225,0.0011079234539403196,0.012544325257392144,posterior,1.9015526938449618,hypothetical protein
SteCoe_13070,9427.74489770652,0.11987472194582457,0.05928701832661118,2.0219387874329717,0.04318267604458004,0.16419566671224395,anterior,0.7846383085307903,hypothetical protein
SteCoe_13073,376.02636091258637,-0.2980793168782849,0.15151338784065357,-1.967346391803835,0.04914329011652918,0.17901839255345686,posterior,0.7471023468183005,hypothetical protein
SteCoe_1308,535.2765111471082,-0.3210839412549876,0.10406251099232301,-3.085491001448878,0.0020321637318956925,0.019381341818178036,posterior,1.71261615896443,Myb_DNA-binding domain protein
SteCoe_13083,276.2124418897609,-0.3114700005416344,0.13796471342919747,-2.2576062588748727,0.02397021810202798,0.1103622331502168,posterior,0.9571795202714669,LSM domain protein
SteCoe_13084,604.1938594556908,-0.2780038690801278,0.1115829214192033,-2.491455372777896,0.012722094819974638,0.07227124575305624,posterior,1.1410344592018054,hypothetical protein
SteCoe_13087,10477.651623219068,0.18826850247008964,0.05431308162633752,3.466356480476232,0.0005275633025336589,0.007343928788985497,anterior,2.1340715429588553,Mito_carr domain protein
SteCoe_131,5098.055522108246,0.24526816396175424,0.06074807059964834,4.037464260851341,5.403207311715356e-05,0.001383454303769421,anterior,2.8590351812635686,Ribosomal_L30 domain protein
SteCoe_13101,330.8636415683495,-0.3888107420900928,0.12765026002126068,-3.045906385348019,0.0023198005034049123,0.021379810077560856,posterior,1.6699961570614628,hypothetical protein
SteCoe_13107,1527.1173792252869,-0.24808186722145156,0.10948891467076935,-2.265817210513302,0.023462577190617725,0.10872636394785287,posterior,0.9636651355015723,RSK family kinase
SteCoe_13111,1131.1345500075067,0.21837439528843508,0.08137832674047289,2.683446613308507,0.007286760815271685,0.04870156195596606,anterior,1.3124571098740943,PCI domain protein
SteCoe_13116,3381.0592624262013,-0.2918664424626707,0.07744929647900463,-3.768484101618552,0.0001642419437908877,0.0030657539053414477,posterior,2.51346270983447,hypothetical protein
SteCoe_13121,3385.91784280303,0.2507805032820235,0.06392293036412619,3.9231696959681712,8.739155051101848e-05,0.0019378599892131761,anterior,2.7126776040183245,Mito_carr domain protein
SteCoe_13125,106.70679042728216,-0.4373725472034403,0.21720771915809717,-2.0136141979608637,0.04405005461851335,0.16633911314531558,posterior,0.7790056183337092,TCR domain protein
SteCoe_13148,2338.9281537607985,0.15708437153236254,0.06749736095958778,2.3272668634617073,0.019951066259527396,0.09773688206147008,anterior,1.0099415196673425,hypothetical protein
SteCoe_13149,90.29745747779593,-0.7677414474681497,0.2704947417739028,-2.8382860325982904,0.004535651747941745,0.03486476149227791,posterior,1.4576133014311523,Alpha_adaptinC2 domain protein
SteCoe_13151,1053.8567071808181,0.20353395764531343,0.0753624397712943,2.700734719616123,0.006918649855424648,0.047051225800235005,anterior,1.327429057649194,hypothetical protein
SteCoe_13159,480.5898764329824,-0.26673458557130164,0.10667482221695324,-2.500445559954362,0.012403719530760018,0.07118221630202888,posterior,1.147628494096197,hypothetical protein
SteCoe_13166,4465.965190350301,0.38001486736100365,0.051931784683467375,7.317577658408155,2.5248702651015984e-13,5.293724551799876e-10,anterior,9.276238660077652,ATP-synt_C domain protein
SteCoe_13177,84.48054401993464,-0.5265865548202529,0.2371718351670163,-2.2202744033642565,0.026400146367920062,0.11807413948596888,posterior,0.9278452108400376,hypothetical protein
SteCoe_13178,37488.12921463896,0.24439032563928592,0.0492298768326214,4.96426847603536,6.896049507741351e-07,5.825759369943812e-05,anterior,4.234647457652705,Peptidase_M20 domain protein
SteCoe_13179,129.23083178325433,-0.36833083005229816,0.19312118090701333,-1.9072523703634932,0.05648791474832924,0.19511856205668957,posterior,0.7097014132537053,hypothetical protein
SteCoe_13186,685.9901801030401,-0.17762588773410695,0.09118186545121164,-1.9480396332662069,0.05141022101955467,0.1838268351727345,posterior,0.7355910897032173,Rft-1 domain protein
SteCoe_132,359.95027973580636,-0.3335515026115683,0.13475750957806143,-2.475197884377277,0.013316237137186784,0.07436383939700747,posterior,1.1286381957440221,hypothetical protein
SteCoe_13200,150.7374293435702,0.4411655723909183,0.1737058680515275,2.5397275137536086,0.011093886370117956,0.06571396658737833,anterior,1.1823423173929872,hypothetical protein
SteCoe_13201,940.633728104029,0.317512079957999,0.09023964421908269,3.518543127088878,0.0004339232801577371,0.006351618245481588,anterior,2.1971156124170883,NOC3p domain protein
SteCoe_13202,1169.5302293375653,0.140420293249103,0.07063961413954971,1.9878406041644057,0.04682932144912295,0.17336916266029323,anterior,0.7610281483676968,hypothetical protein
SteCoe_13207,20023.565448080553,0.13134542036545999,0.05588648547047512,2.3502179330072543,0.01876242211895161,0.09389843788067156,anterior,1.0273416327120315,14-3-3 domain protein
SteCoe_13209,1073.981381764199,0.19513008622037648,0.08732487258626433,2.2345304429458652,0.025448191771790297,0.11522103852312462,anterior,0.9384682146603537,V-SNARE domain protein
SteCoe_13215,1171.5967373966193,0.24966986285744064,0.08651506486518844,2.8858541948328553,0.0039035295201714885,0.03111458356615975,anterior,1.5070360071856705,Zip domain protein
SteCoe_13218,670.322532295479,-0.39513851871145594,0.14749264580630042,-2.679038785638063,0.007383384095297194,0.049195613447315274,posterior,1.3080736196016574,CK1 kinase
SteCoe_13223,545.3346144776998,-0.27933380977529104,0.12677214589092517,-2.203432053722827,0.027564311057060774,0.12169448625948368,posterior,0.9147290983625982,hypothetical protein
SteCoe_13224,84.37708508553882,-0.6159523250319688,0.24446913883629656,-2.519550434725538,0.011750480520607873,0.06851986920728033,posterior,1.164183474699677,hypothetical protein
SteCoe_13226,7979.341111104943,0.17054274274676023,0.0468558397794547,3.639732924422787,0.0002729209658535761,0.0045038286745264795,anterior,2.346418138388268,Patatin domain protein
SteCoe_13244,41723.59698491035,0.1274391544637569,0.06323333714990005,2.0153792320283754,0.043864928778920516,0.16598583655653212,anterior,0.7799289683922939,Ribosomal_L30_N domain protein
SteCoe_13246,943.7469251997318,-0.2611889067808237,0.09273752318728218,-2.8164317722110845,0.004856035597126241,0.036745494025880135,posterior,1.4347959093600893,Kinesin domain protein
SteCoe_13255,242.4355798682457,0.29436725915976986,0.1387144546220116,2.1221094799521985,0.03382854550646791,0.1396467796551052,anterior,0.8549690749586336,Med26 domain protein
SteCoe_13257,825.7160402282667,0.33902855023146605,0.08435406733608418,4.019113256041415,5.841758671550321e-05,0.0014661947642922305,anterior,2.833808335670918,DnaJ domain protein
SteCoe_1326,1267.2433580580139,0.2145658340499178,0.0861985190380502,2.4892055738823426,0.012802891261388791,0.07262103376632899,anterior,1.1389375731618105,WD40 domain protein
SteCoe_13261,649.6832213383976,-0.24356609573167917,0.09610290739289144,-2.534430043161164,0.011263041357441711,0.06638448389368212,posterior,1.1779334168186988,hypothetical protein
SteCoe_13262,656.9107291590582,0.2098972049682605,0.10798334066154615,1.9437924746757425,0.05192048161596779,0.18503170300857413,anterior,0.7327538539640903,PK domain protein
SteCoe_13277,2660.61659418166,0.23165949181369996,0.06559016592838456,3.531924161720223,0.00041254765135866214,0.006147622154300677,anterior,2.2112928329980854,WD40 domain protein
SteCoe_13280,545.4634890846813,0.3626276058105869,0.10328263075671142,3.511022164653982,0.0004463871777720029,0.00650214992779219,anterior,2.1869430206808436,Epimerase domain protein
SteCoe_13286,3745.5989301986774,-0.29887730565769355,0.09549760470034441,-3.129683792546638,0.0017499456279350815,0.01747671079507351,posterior,1.7575403004181425,hypothetical protein
SteCoe_13287,746.4100992336917,-0.25728469799178744,0.10152436291832198,-2.534216325974655,0.011269913426531079,0.06638833967176404,posterior,1.177908192633509,hypothetical protein
SteCoe_13289,1091.3052168956108,0.20355857312424894,0.0769764315818342,2.644427247940746,0.008182929539441889,0.05312808676960842,anterior,1.2746758234722058,DEAD domain protein
SteCoe_1331,451.393845138348,0.2845816811256261,0.11943447108027631,2.382743261234424,0.01718417421750401,0.0887855930899058,anterior,1.0516574998651491,STE related kinase
SteCoe_13316,113.85225742671287,-0.6079089098682758,0.2238962139457803,-2.7151370679965576,0.006624834498563581,0.04564915001043133,posterior,1.3405673046404398,hypothetical protein
SteCoe_13324,1171.7120772836113,0.22568300659863344,0.07531898040229967,2.996363006949876,0.002732209706466803,0.02401959904153648,anterior,1.6194342465376748,hypothetical protein
SteCoe_13335,2744.215441552668,0.1563916752177661,0.07137357382571816,2.1911705808601845,0.028439450665469098,0.12411527273869347,anterior,0.9061747740369284,Iso_dh domain protein
SteCoe_13339,17914.766440607353,0.1437953931702682,0.06723738472211925,2.138622639243782,0.03246624247671818,0.13578684466705868,anterior,0.8671423034373519,EF-hand_6 domain protein
SteCoe_13340,1970.073077226053,-0.1397116622152808,0.060534481174672757,-2.3079682769914496,0.021000900969512536,0.10098869497483921,posterior,0.9957272399286431,hypothetical protein
SteCoe_13342,2172.8362977579673,0.20859486141364297,0.07377515133191376,2.8274406442784037,0.004692171303586742,0.03581008792594399,anterior,1.445994612646142,TPR_11 domain protein
SteCoe_13347,341.9699094660261,0.27537264267755235,0.12329751208350662,2.2333998312232666,0.025522589310223033,0.1153703158616644,anterior,0.9379059183537081,Ank_2 domain protein
SteCoe_13358,2867.462175449967,0.28898687720892613,0.05855237628648893,4.935527736653284,7.993431901799087e-07,6.407722962549016e-05,anterior,4.193296273209263,PGK domain protein
SteCoe_13362,464.82732247969915,-0.2961338515964474,0.1136512731241066,-2.60563602550295,0.009170385263875253,0.057629313397525646,posterior,1.2393565546237835,hypothetical protein
SteCoe_13383,169.74902950385078,-0.4568438788414202,0.1873507022262564,-2.438442308530592,0.014750713002733095,0.07990530833596209,posterior,1.097424368315067,hypothetical protein
SteCoe_13392,196.74222444554252,-0.40900044500630073,0.18120158334128905,-2.2571571255862466,0.02399825838993639,0.11046038198576111,posterior,0.9567934592653258,Cyclin
SteCoe_13396,287.44439970434587,0.26023905526704166,0.13166296723984847,1.976554689011133,0.04809198818190034,0.17667319050748537,anterior,0.7528293480485505,PDEase_I domain protein
SteCoe_134,507.6039452546295,0.20932137548504434,0.11001486482325208,1.9026644792168435,0.057084339691653774,0.19629291300733892,anterior,0.7070953799586631,PKG family kinase
SteCoe_13400,6720.988726484052,-0.3356031454926275,0.061469949195533106,-5.459629459349139,4.771293210487738e-08,7.782945605669528e-06,posterior,5.108856004787015,hypothetical protein
SteCoe_13408,981.0270208992291,-0.5518570568467066,0.09248985165551292,-5.966676851230659,2.42134275756685e-09,7.282444119025706e-07,posterior,6.137722839194891,zf-C2H2 domain protein
SteCoe_13412,287.9381310513083,-0.2556483793064611,0.13149098166473655,-1.9442274752978081,0.05186802592986322,0.18493735610390702,posterior,0.7329753554110928,hypothetical protein
SteCoe_13415,2554.362980730712,0.19452821974259468,0.05843085373717543,3.32920379047671,0.000870946516802903,0.010651885406534473,anterior,1.9725735143676664,WD40 domain protein
SteCoe_13423,478.0294127212199,-0.29099903547139033,0.10660498862710521,-2.7296943531346276,0.006339306968475909,0.04419502298838606,posterior,1.3546266358632042,hypothetical protein
SteCoe_13425,279.1525422171755,-0.39221114747269314,0.1500972097967897,-2.613047557670734,0.008973881395678809,0.05672831951549002,posterior,1.2462000815147876,DUF229 domain protein
SteCoe_13426,315.8830581904484,-0.34641476377426056,0.12594441881717044,-2.7505368402004375,0.005949770094238136,0.04226593166745214,posterior,1.3740095534344816,TTL domain protein
SteCoe_13451,751.1142390981698,0.1776371280503369,0.09233679386001481,1.9237957115950963,0.05438019518441068,0.19046449451161918,anterior,0.7201859715623162,CBFD_NFYB_HMF domain protein
SteCoe_13463,335.4281039311119,0.308421193537881,0.126748053728141,2.4333406665115866,0.014960218097854274,0.08063111995496723,anterior,1.0934973078692036,hypothetical protein
SteCoe_13473,2849.0840301705543,-0.26223660360683587,0.06837226120053225,-3.8354238839302055,0.00012534792261800176,0.00252755386174203,posterior,2.5972995808969577,pseudokinase domain containing protein
SteCoe_13477,5615.192073123057,0.14787962199024957,0.05166569997686312,2.8622397849341605,0.004206585236179031,0.03279569957406609,anterior,1.4841831006083825,hypothetical protein
SteCoe_13493,1948.824389625165,-0.28542491275094745,0.09573391572654454,-2.981439864699972,0.0028689638613130703,0.024873672064344016,posterior,1.6042600957288518,DSPc domain protein
SteCoe_13498,368.43555084754803,-0.25778838434728063,0.12159947626390472,-2.1199793968504275,0.03400778284242932,0.14000427893141232,posterior,0.853858690836742,AMPK subfamily kinase
SteCoe_13499,387.33081951237,-0.238677072380417,0.11642915831493432,-2.049976791336144,0.0403666956604025,0.1569778927149395,posterior,0.8041615052209706,CDKL family kinase
SteCoe_13502,420.6153170410014,0.28267562738510926,0.1277767375508197,2.2122620502239916,0.026948563647792835,0.1199327453570329,anterior,0.9210622248553944,zf-RING_2 domain protein
SteCoe_13505,482.83641075604845,-0.3316418820223235,0.10994950337704569,-3.0163108684996645,0.0025587078593339954,0.022917266939863293,posterior,1.6398371765698263,zf-RING_2 domain protein
SteCoe_13506,16917.287720365362,-0.40159200133993544,0.06887344741220083,-5.830868301632219,5.513969169701869e-09,1.4017297339263536e-06,posterior,5.853335714171918,zf-B_box domain protein
SteCoe_13512,255.72444633707755,-0.2644142891210895,0.1394999396425637,-1.8954437528689252,0.058033636843703836,0.1982166156686583,posterior,0.702859943237446,CDPK family kinase
SteCoe_13515,169.91070056424505,-0.3573547811841963,0.17083817574458418,-2.091773572427209,0.03645877549807714,0.14660702691387356,posterior,0.8338452133457549,Snapin_Pallidin domain protein
SteCoe_13516,259.604274480505,-0.42217460831804243,0.1535884997745502,-2.748738407743711,0.005982511048133587,0.04243250593673765,posterior,1.3723013193443852,hypothetical protein
SteCoe_13519,3505.4722492195674,0.15562123560274904,0.054942089332112636,2.832459367572527,0.004619143638642337,0.03538342779209244,anterior,1.4512000968338552,WD40 domain protein
SteCoe_13523,1329.22534922868,0.21682122060368728,0.07279859519550942,2.9783709427549763,0.002897850387167021,0.025052913833022095,anterior,1.6011417553053697,KBP_C domain protein
SteCoe_1353,6436.427464838655,0.16754089721098658,0.05047015784822753,3.3196031943234843,0.0009014548063377846,0.010915879640844398,anterior,1.9619412615332237,ABC_tran domain protein
SteCoe_13533,2280.189827450677,-0.41106673970316804,0.09842089112840006,-4.176620786402855,2.958716643546984e-05,0.0008738649406127565,posterior,3.0585556841609085,hypothetical protein
SteCoe_13537,921.2760274129118,0.518011633320695,0.12459394345213222,4.157598828386951,3.216101572467176e-05,0.0009285514775355135,anterior,3.0321940146060524,Ribosomal_L11_N domain protein
SteCoe_13541,3587.26875078072,0.13785474503123968,0.06310498868301448,2.1845300650270945,0.02892332053800287,0.12578993620539985,anterior,0.9003541031299679,Strumpellin domain protein
SteCoe_13547,8101.738572986447,0.14925376910003227,0.06783753124104824,2.2001651057979443,0.027795183032351987,0.12236130649877194,anterior,0.9123558945332395,hypothetical protein
SteCoe_13552,15143.350467709615,0.09653974323644936,0.048934054201351176,1.9728539728021082,0.04851220186641422,0.17773321445805318,anterior,0.7502314044517463,IBN_N domain protein
SteCoe_13553,727.6891241529114,-0.30592924656181514,0.12063759445472448,-2.535936230696568,0.011214715376797357,0.06617300053318188,posterior,1.179319172361707,hypothetical protein
SteCoe_13554,786.6603455956603,0.19364670874070658,0.08971811732229676,2.158390239566267,0.030897503949015706,0.13153614420400347,anterior,0.8809548930185593,Acyl-CoA_dh_M domain protein
SteCoe_13560,1194.4945404638113,0.18135748929920525,0.08043590926162336,2.254683150399002,0.024153224024397398,0.1108726200606917,anterior,0.9551756894204391,hypothetical protein
SteCoe_13562,565.0243308319479,-0.3914959692503913,0.16994678275767788,-2.303638603200944,0.021242938971782515,0.10180020619466873,posterior,0.9922513423419306,hypothetical protein
SteCoe_13581,219.58626998503584,-0.3130401825324391,0.14814297259085038,-2.113095053094493,0.03459263301442501,0.14151170218199838,posterior,0.8492076450659902,hypothetical protein
SteCoe_13596,1286.6970830151733,-0.18700862086395897,0.0807211651190773,-2.316723508488632,0.020518798129028216,0.09953621427698059,posterior,1.0020188810712285,Kinesin domain protein
SteCoe_136,3886.3081738608143,-0.1444172389778216,0.06162965688408884,-2.343307528864506,0.019113621240226534,0.09496330106184211,posterior,1.0224441970860623,WD40 domain protein
SteCoe_13605,261.9130929607488,-0.5931664508540034,0.14941668481754442,-3.969880951236004,7.190855141749684e-05,0.0016951081199494198,posterior,2.770802595750056,hypothetical protein
SteCoe_13606,577.3142200708829,-0.30559929214159254,0.10293374373747732,-2.9688932030005075,0.002988744505282946,0.025662103001934874,posterior,1.5907077561952492,hypothetical protein
SteCoe_13622,534.7195428755564,-0.24876241022508,0.10538080208314939,-2.3606046386778985,0.018245170268188546,0.09220222902078366,posterior,1.0352585796001146,DSPc domain protein
SteCoe_13623,1412.449485847597,0.17610975348517086,0.08377444834485112,2.10218935444646,0.035536691971662066,0.14393978003848099,anterior,0.8418191653149627,Romo1 domain protein
SteCoe_13625,7360.685505273498,0.23006021266302215,0.049840565918729964,4.615922961993617,3.913521114835755e-06,0.00020234704572930437,anterior,3.6939031319337796,Cpn60_TCP1 domain protein
SteCoe_13636,95.95164837682528,-0.734352267807725,0.2220768451961403,-3.306748468797539,0.0009438560232483342,0.011304038990715047,posterior,1.946766353156739,hypothetical protein
SteCoe_1364,503.2122739616927,0.2472494903221658,0.10357978591191022,2.3870438439836126,0.0169844655890135,0.08811619975408023,anterior,1.0549442412241958,Methyltransf_11 domain protein
SteCoe_13642,1689.123553608564,-0.277014607777895,0.10738488559417281,-2.5796424352006486,0.009890266242307436,0.060723618556133695,posterior,1.2166423564779165,Kinesin domain protein
SteCoe_13645,4801.799057551813,0.18543670631001014,0.052967893965501,3.500926550540005,0.00046364360840577863,0.006694148488098037,anterior,2.174304658448756,Nucleoside_tran domain protein
SteCoe_13647,348.1407613060187,0.2434697907224697,0.12428708640264176,1.9589307125096036,0.05012090167265124,0.18097425335099673,anterior,0.742383206473024,E2F_TDP domain protein
SteCoe_13658,112.21541913901741,-0.44830401692404054,0.20545436904815148,-2.1820125753518216,0.029108604640567737,0.1262954361411802,posterior,0.8986123429879266,hypothetical protein
SteCoe_1366,192.17987243034167,-0.5688199915068999,0.18448431623740724,-3.0832972856885177,0.0020472053186808004,0.019489978767324927,posterior,1.7101886340090406,Pur_ac_phosph_N domain protein
SteCoe_13661,2249.4649888632084,0.14413189666470608,0.06114323479647317,2.35728281541656,0.018409220402579706,0.09267102604353773,anterior,1.0330560284909214,DNA_pol_phi domain protein
SteCoe_13669,803.4179278606657,-0.19776642696484428,0.10421886547577881,-1.8976067918414117,0.057747899062065726,0.19761674621033357,posterior,0.7041762557069894,kinase related to Ciliate-E2-Unclassified subfamily
SteCoe_13675,1223.2846019503932,-0.4429841110282061,0.07396455212335483,-5.989140720941793,2.109525841534386e-09,6.624531591194894e-07,posterior,6.178844824493216,hypothetical protein
SteCoe_13679,2703.4825505692224,0.19363306391709162,0.0641758635573667,3.017225685541471,0.002550998095143707,0.022869023225734142,anterior,1.6407523844414766,ABC1 family kinase
SteCoe_13681,38386.6831262851,0.1788640819422762,0.06108325657829709,2.928201473885181,0.0034092904763410856,0.02826614035499008,anterior,1.5487334888916597,EF1_GNE domain protein
SteCoe_13685,1703.9502321302878,0.1481184955404433,0.06649677004061948,2.2274539868622982,0.02591694774627323,0.1165607628841446,anterior,0.9334476187939165,MORN domain protein
SteCoe_13699,43801.1375825224,0.17771139712235595,0.05701136053126369,3.117122543057067,0.0018262564261591454,0.01791358737905484,anterior,1.7468174335302542,Ribosomal_L22 domain protein
SteCoe_13719,1099.6127968901642,0.1724040873028655,0.07579188784471254,2.274703694623605,0.02292371071357943,0.10718478620052008,anterior,0.969866853990808,hypothetical protein
SteCoe_13722,16292.836992798053,0.1685144094410479,0.046518232479605445,3.6225454076512498,0.00029171823185485866,0.00474798103889379,anterior,2.3234910240730153,Aldedh domain protein
SteCoe_13723,415.2166960336752,-0.5768509360530724,0.11610155964899851,-4.968502902088691,6.747179072372714e-07,5.78631573941554e-05,posterior,4.237597872080253,hypothetical protein
SteCoe_13726,10460.46162782539,0.09979004042183222,0.04670191946551111,2.136743876138242,0.03261882921866087,0.13619648779330593,anterior,0.8658340917745835,ANTH domain protein
SteCoe_13729,561.7933389939237,0.39835583418799736,0.13859676198980164,2.8742073658063494,0.004050429282232192,0.031951557773471084,anterior,1.4955079632980577,zf-CDGSH domain protein
SteCoe_13731,13641.69854914272,0.22886258016327266,0.05308995193067562,4.310845496001189,1.6263151220691466e-05,0.0005693169363387633,anterior,3.244645896376294,Porin_3 domain protein
SteCoe_13737,9102.457621223914,0.24942106806204914,0.053805455936214795,4.635609228137244,3.558877346467879e-06,0.000191426364877771,anterior,3.7179982476856566,Sortilin-Vps10 domain protein
SteCoe_13747,1608.4313408994542,-0.30913123376714297,0.0660472413468208,-4.680456404588699,2.8623697578803944e-06,0.00016654780329639765,posterior,3.7784610911177725,PAP_central domain protein
SteCoe_13749,6685.26416264204,0.20819418971229212,0.06952206074065408,2.994649288215753,0.002747605619234202,0.024115236495325584,anterior,1.617708474645633,ketoacyl-synt domain protein
SteCoe_13751,176.0591100505286,-0.4586274460390759,0.1845905777728334,-2.4845658514785427,0.012970951560858125,0.07317878042555484,posterior,1.1356148326037883,NtCtMGAM_N domain protein
SteCoe_13759,2504.412044804148,0.22408574586701302,0.058845333147059906,3.808046176015388,0.0001400691217389297,0.00272159783950237,anterior,2.565176048489212,adh_short_C2 domain protein
SteCoe_1376,397.23269721965147,-0.24810941030123015,0.11163927669575414,-2.22242043879765,0.02625490533560198,0.11758541286418722,posterior,0.9296465516062009,hypothetical protein
SteCoe_1378,1132.6185495696582,0.23432380859436774,0.07636973425381352,3.0682810524860087,0.0021529402945821945,0.020208302000223374,anterior,1.694470176485374,PP2C domain protein
SteCoe_13785,280.5408750950288,-0.6403639306370904,0.1405527785330075,-4.556038929438218,5.212727949611322e-06,0.0002495798041165923,posterior,3.602790560478326,hypothetical protein
